Tower No,Tower Type,Tower Type(T/S),Tower Hight (Mtrs),Span Between Tower No.,Span Length (Mtrs),Footing Resistance of Tower (ohms),Ground Elevation/ M,Horizontal Angle(˚),Longitude,Latitude,"Condition of    Tower  (Missing  parts,broken,etc)","Condition of Earht wire (Missing,Broken etc)",Crossing Objects,,Condition of Area (Plain/Hilly/Forest/Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
T.NO 179 LILO,T,DD,28,178-179,226.06193841511666,4.3,301,"79°43'59""",77.41186111111112,11.16061111111111,GOOD,GOOD,"2nos HT,LT",NIL,PLAIN,DC WITH 110KV PALLADAM-TIRUPPUR UPTO LOC NO 179.NEED 3WAY JUNCTION BOX TO CONNECT TIRUPPUR 230KV SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.41186111111112 11.16061111111111, 77.41441666666667 11.161694444444445)"
T.NO 180,T,DB,24,179-180,303.1913587159106,4.3,305,"0°23'26""",77.41441666666667,11.161694444444445,GOOD,GOOD,4nos LT,"MUD ROAD,TAAR ROAD",PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.41441666666667 11.161694444444445, 77.41594444444445 11.162361111111112)"
T.NO 181,S,DA,26,180-181,182.15652609774924,5.95,309,"0°0'0""",77.41594444444445,11.162361111111112,GOOD,GOOD,NIL,MUD ROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.41594444444445 11.162361111111112, 77.41827777777779 11.163333333333334)"
T.NO 182,S,DA,26,181-182,279.0286723618202,5.97,309,"0°0'0""",77.41827777777779,11.163333333333334,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.41827777777779 11.163333333333334, 77.42036111111112 11.164222222222223)"
T.NO 183,S,DA,26,182-183,247.135590314305,4.74,305,"0°0'0""",77.42036111111112,11.164222222222223,GOOD,GOOD,NIL,TAAR ROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.42036111111112 11.164222222222223, 77.42211111111112 11.165000000000001)"
T.NO 184,T,DB,24,183-184,209.46837470128995,5.38,311,"0°3'46""",77.42211111111112,11.165000000000001,GOOD,GOOD,NIL,TAAR ROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.42211111111112 11.165000000000001, 77.42405555555555 11.165805555555556)"
T.NO 185,S,DA,26,184-185,232.41772737895877,7.38,308,"0°0'0""",77.42405555555555,11.165805555555556,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.42405555555555 11.165805555555556, 77.42597222222223 11.166583333333334)"
T.NO 186,S,DA,26,185-186,224.92887764802455,7,307,"0°0'0""",77.42597222222223,11.166583333333334,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.42597222222223 11.166583333333334, 77.42788888888889 11.167444444444444)"
T.NO 187,S,DA,26,186-187,230.07824755939012,4.56,309,"0°0'0""",77.42788888888889,11.167444444444444,GOOD,GOOD,LT,TAAR ROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.42788888888889 11.167444444444444, 77.42925000000001 11.168)"
T.NO 188,S,DA,26,187-188,161.24515496597098,3.4,318,"0°0'0""",77.42925000000001,11.168,GOOD,GOOD,LT,"MUD ROAD,TAAR ROAD",PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.42925000000001 11.168, 77.4311388888889 11.168861111111111)"
T.NO 189,T,DB,24,188-189,227.27076362788065,2.39,313,"0°26'54""",77.4311388888889,11.168861111111111,GOOD,GOOD,LT,TAAR ROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4311388888889 11.168861111111111, 77.43313888888889 11.169666666666666)"
T.NO 190,S,DA,26,189-190,236.61783533791362,4.9,311,"0°0'0""",77.43313888888889,11.169666666666666,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.43313888888889 11.169666666666666, 77.43505555555556 11.170472222222221)"
T.NO 191,S,DA,26,190-191,226.52372944131042,3.67,312,"0°0'0""",77.43505555555556,11.170472222222221,GOOD,GOOD,LT,MUD ROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.43505555555556 11.170472222222221, 77.43661111111112 11.171138888888889)"
T.NO 192,S,DA,26,191-192,186.72439583514523,4.86,305,"0°0'0""",77.43661111111112,11.171138888888889,GOOD,GOOD,"HT,LT",TAAR ROAD,PLAIN,TIRUPPUR ROAD (UTHUKULI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.43661111111112 11.171138888888889, 77.43855555555555 11.171944444444444)"
T.NO 193,S,DA,26,192-193,229.3926764306132,5.12,309,"0°0'0""",77.43855555555555,11.171944444444444,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.43855555555555 11.171944444444444, 77.44058333333334 11.172777777777776)"
T.NO 194,T,DB,24,193-194,238.71740615212792,5.5,312,"0°21'42""",77.44058333333334,11.172777777777776,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.44058333333334 11.172777777777776, 77.4423888888889 11.173555555555556)"
T.NO 195,S,DA,26,194-195,215.3555200128383,3.86,304,"0°0'0""",77.4423888888889,11.173555555555556,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4423888888889 11.173555555555556, 77.44472222222223 11.174555555555555)"
T.NO 196/1 UTHUKULI LILO,T,DD,28,195-196/1,278.5121182282739,2.75,311,"114°18'47""",77.44472222222223,11.174555555555555,GOOD,GOOD,LT,TAAR ROAD,PLAIN,UTHUKULI  LILO.NEED 3WAY JUNCTION BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.44472222222223 11.174555555555555, 77.44469444444445 11.172666666666666)"
T.NO 196/2,T,DB,24,196/1-196/2,208.00961516237658,3.14,322,"13°24'24""",77.44469444444445,11.172666666666666,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.44469444444445 11.172666666666666, 77.44516666666667 11.170499999999999)"
T.NO 196/3,T,DC,26,196/2-196/3,234.8297255459794,6.39,310,"20°50'4""",77.44516666666667,11.170499999999999,GOOD,GOOD,HT,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.44516666666667 11.170499999999999, 77.44514444444445 11.170599999999999)"
GANTRY UTHUKULI 110KV SS,GANTRY,GANTRY TOWER,20,196/3-GANTRY,15.811388300841896,NIL,315,NIL,77.44514444444445,11.170599999999999,GOOD,EARTH WIRE NOT PROVIDED,NIL,NIL,PLAIN,EARTHWIRE TERMINATED IN TAKE OFF TOWER OF UTHUKULI 110KV SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NOTES:(0˚-2˚ A-TYPE , 2˚-15˚ B-TYPE, 15˚-30˚C-TYPE,            30˚< D-TYPE)                                                                                                                                                                                                                                                               TOWER HEIGHT; A-TYPE 26M , B-TYPE 24M ,                                                                                                                                                                                                                                                                                                                                     C-TYPE 26M, D-TYPE 28M,GANTRY TOWER 15M,                                                                                                                                                                                                                                                                                                                             MA-45,MB-42M,MC-45M,MD-48M                                                                                                                                                                                                                                                                                                                                                               M-MULTI CIRCUIT, D-DOUBLE CIRCUIT, S-SINGLE                                                                                                                                                                                   CIRCUIT                               ",,,,TOTAL,46611,,,,,,,,,,,UTHUKULI LILO DATA ALSO INCLUDED IN MAINLINE FROM T.NO 196/1- T.NO 196/3 & UTHUKULI 110KV SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
